"prefectureLabel","spotLabel","abstract"
"北海道","ノーザンホースパーク","ノーザンホースパーク（Northern Horse Park）は、北海道苫小牧市字美沢にある社台グループの体験型公園・テーマパーク。株式会社ノーザンホースパークが運営している。1989年（平成元年）7月開園。広さは478,982m2。「馬と大地と人との絆」をテーマにしているように、乗馬、馬車、ハッピー ポニーショーなどの馬のアトラクション、蹄鉄に装飾するホースシュースタンド作りなどの体験プログラムのほか、家族で楽しめる各種イベント、レストラン、馬グッズを集めた売店などが用意されている。毎年7月に行なわれる競走馬のセリ市場、セレクトセールの会場でもある。2007年にバーベキューハウス「バックヤードグリル」がオープンした。2011年にチャペル & パーティレストラン「ディアド ブエナビスタ」がオープンした。"
"北海道","ファーム富田","ファーム富田（ファームとみた）は、北海道空知郡中富良野町にある農園。主にラベンダーを中心とした花を呼び物に、春から秋にかけて開園する。園内にはドライフラワーを使用した土産屋や資料館も位置しており、営業時間内は入園無料である。所在地は北海道空知郡中富良野町北星。"
"兵庫県","ポートアイランド","ポートアイランド（英語: Port Island）は、神戸市中央区、神戸港内に作られた人工島である。略称は「ポーアイ」「PI」。神戸大橋及び港島トンネルによって神戸中心部と結ばれ、都市機能を一通り備える日本で最先発のウォーターフロント都市とされる。完成当時世界最大の人工島であり、「山、海へ行く」のキャッチコピーの下、六甲山地の土砂で、瀬戸内海の一部を埋め立るという方法で、2期に分けて造成された。"
"北海道","ミニ万里の長城","ミニ万里の長城（ミニばんりのちょうじょう）は北海道（上川総合振興局）上川郡下川町西町桜ヶ丘公園内にある万里の長城を模した構築物である。下川町の観光名所となっている。なお、中華人民共和国駐札幌総領事館より「ミニ」をつけずに「万里長城」と称することが許可されている。"
"北海道","メルヘン交差点","メルヘン交差点（メルヘンこうさてん）は、北海道小樽市入船にある交差点。小樽市内でも有数の観光地である。「メルヘン交差点」は愛称であり、正式名称は「堺町交差点」という。"
"北海道","ローズガーデンちっぷべつ","ローズガーデンちっぷべつは、北海道雨竜郡秩父別町にある屋外レクリェーション施設。広大な庭園内で一面に咲く、様々な種類のバラの花を楽しめる観光地である。管理・運営は秩父別町役場。「こども冒険の森公園」や、秩父別町観光体験牧場「めぇーめぇーランド」とも隣接している。"
"北海道","上野ファーム","上野ファーム（うえのファーム）は、北海道旭川市にある観光庭園。ガーデニングの聖地とされ、日本全国から観光客・愛好家が訪れる。"
"北海道","中札内美術村","中札内美術村（なかさつないびじゅつむら）は、北海道河西郡中札内村にある六花亭製菓による施設。カシワの林に囲まれた敷地内には美術館やレストラン、庭園などが点在している。六花亭製菓、中札内村、大林組は、六花の森とともに地域に根ざした施設づくりが評価され、『日本建築学会賞』学会賞（業績部門）を受賞している。"
"北海道","丸瀬布森林公園いこいの森","丸瀬布森林公園いこいの森（まるせっぷしんりんこうえんいこいのもり）は、北海道紋別郡遠軽町にある森林公園である。本項では公園に隣接する丸瀬布昆虫生態館および丸瀬布温泉「やまびこ」についても述べる。"
"北海道","五稜郭タワー","五稜郭タワー（ごりょうかくタワー）は、北海道函館市の特別史跡五稜郭に隣接する展望塔。五稜郭タワー株式会社が経営する民間の観光施設である。"
"兵庫県","人と防災未来センター","阪神・淡路大震災記念 人と防災未来センター（はんしん・あわじだいしんさいきねん ひととぼうさいみらいセンター）は、防災・減災の世界的拠点となることを目的に創設された機関。施設は兵庫県神戸市中央区のHAT神戸にある。"
"北海道","余市蒸溜所","余市蒸溜所（よいちじょうりゅうしょ、英: Yoichi Distillery）は、北海道余市郡余市町にあるニッカウヰスキーの工場（蒸溜所）。正式名称は、ニッカウヰスキー北海道工場余市蒸溜所。"
"兵庫県","余部橋梁","余部橋梁（あまるべきょうりょう）は、兵庫県美方郡香美町香住区（旧・城崎郡香住町）余部、西日本旅客鉄道（JR西日本）山陰本線鎧駅 - 餘部駅間にある橋梁（単線鉄道橋）である。 余部橋梁は2代存在し、初代の旧橋梁は鋼製トレッスル橋で「余部鉄橋」の通称でも知られ、1912年（明治45年）3月1日に開通し、2010年（平成22年）7月16日夜に運用を終了した。2代目の現橋梁はエクストラドーズドPC橋で、2007年3月からの架け替え工事を経て、2010年8月12日に供用が始まった。 新・旧両時代ともに、橋梁下にはと国道178号が通じている。 新旧架け替え工事中からライブカメラが設置されており、新旧両橋梁工事の様子や列車通過の状況、余部地区の季節感がわかるようになっている。 最寄駅である餘部駅の裏山には展望所が設けられており、同駅ホームより小高い位置で日本海を背景に余部橋梁が一望可能なスポットであり、撮影ポイントとしても定番化していた。展望所は橋梁の架け替え工事に伴って2008年（平成20年）4月11日以降一時閉鎖されていたが、橋梁切替時期から供用再開を望む声が多く寄せられ、香美町の定例議会で提案が2010年9月に可決され、補修工事後2010年11月3日に供用が再開された。"
"北海道","元和台海浜公園","元和台海浜公園（げんなだいかいひんこうえん）は、北海道爾志郡乙部町にある北海道屈指の海水浴場。 環境省による快水浴場百選のほか、日本の水浴場55選、日本の水浴場88選に選ばれている。毎年7月中旬から8月下旬に開設される。"
"北海道","六花の森","六花の森（ろっかのもり）は、北海道河西郡中札内村にある六花亭製菓による施設（庭園）。敷地内には工場、美術館、ミュージアムショップ・レストランなどがある。"
